,index,link,title,recall_info,date,issue,audience,company,distribution,recall_class
114,1760,https://recalls-rappels.canada.ca/en/alert-recall/newly-weds-foods-brand-breader-recalled-due-e-coli-o121,Newly Weds Foods brand Breader recalled due to E. coli O121,"Newly Weds Foods brand Breader recalled due to E. coli O121      
       
  
                        
             
Starting date:
September 22, 2016
Type of communication:
Recall
Alert sub-type:
Notification
Hazard classification…",2016-09-22,Class 3,10900,Ontario,Retail,Canadian Food Inspection Agency
115,1761,https://recalls-rappels.canada.ca/en/alert-recall/paldo-brand-bibim-men-oriental-style-noodle-korean-spicy-taste-recalled-due-undeclared,Paldo brand Bibim Men Oriental Style Noodle Korean Spicy Taste recalled due to undeclared mustard and sesame,"Paldo brand Bibim Men Oriental Style Noodle Korean Spicy Taste recalled due to undeclared mustard and sesame      
       
  
                        
             
Starting date:
September 22, 2016
Type of communication:
Recall…",2016-09-22,"Allergen - Mustard, Allergen - Sesame Seeds",Retail,Canda Six Fortune Enterprise Co. Ltd.,"Alberta, British Columbia, Manitoba, Possibly National, Saskatchewan",Class 2
116,1762,https://recalls-rappels.canada.ca/en/alert-recall/schneiders-brand-mock-chicken-loaf-recalled-due-presence-pieces-rubber,Schneiders brand Mock Chicken Loaf recalled due to presence of pieces of rubber,"Schneiders brand Mock Chicken Loaf recalled due to presence of pieces of rubber      
       
  
                        
             
Starting date:
September 21, 2016
Type of communication:
Recall
Alert sub-type:
Notification…",2016-09-21,Extraneous Material,Retail,Maple Leaf Foods Inc.,"Nova Scotia, Ontario",Class 3
117,1763,https://recalls-rappels.canada.ca/en/alert-recall/chick-boy-brand-pop-nik-snack-products-recalled-due-undeclared-milk,Chick Boy brand Pop-Nik snack products recalled due to undeclared milk,"Chick Boy brand Pop-Nik snack products recalled due to undeclared milk      
       
  
                        
             
Starting date:
September 21, 2016
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (…",2016-09-21,Allergen - Milk,Retail,"AFOD Ltd., Dong Phuong Distributor, Little Asia Distributor Ltd., Shiny Star Canada Ltd.","Alberta, British Columbia, Manitoba, Ontario, Possibly National, Saskatchewan",Class 2
118,1764,https://recalls-rappels.canada.ca/en/alert-recall/wild-sockeye-smoked-salmon-and-sensations-compliments-brand-smoked-wild-pacific,Wild Sockeye Smoked Salmon and Sensations by Compliments brand Smoked Wild Pacific Sockeye Salmon recalled due to Listeria monocytogenes,"Wild Sockeye Smoked Salmon and Sensations by Compliments brand Smoked Wild Pacific Sockeye Salmon recalled due to Listeria monocytogenes      
       
  
                        
             
Starting date:
September 17, 2016
Type…",2016-09-17,Microbiological - Listeria,Retail,Central Epicure,"Ontario, Possibly National",Class 2
119,1765,https://recalls-rappels.canada.ca/en/alert-recall/korean-seasoned-soybean-paste-products-recalled-due-undeclared-peanut,Korean seasoned soybean paste products recalled due to undeclared peanut,"Korean seasoned soybean paste products recalled due to undeclared peanut      
       
  
                        
             
Starting date:
September 16, 2016
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (…",2016-09-16,Allergen - Peanut,Retail,"Lemond Food Corp., Seoul Trading Corporation","Alberta, British Columbia, Manitoba, New Brunswick, Ontario, Possibly National, Saskatchewan",Class 1
120,1766,https://recalls-rappels.canada.ca/en/alert-recall/tostitos-cantina-brand-extra-thin-tortilla-chips-recalled-due-undeclared-milk,Tostitos Cantina brand Extra Thin Tortilla Chips recalled due to undeclared milk,"Tostitos Cantina brand Extra Thin Tortilla Chips recalled due to undeclared milk      
       
  
                        
             
Starting date:
September 16, 2016
Type of communication:
Recall
Alert sub-type:
Food Recall…",2016-09-16,Allergen - Milk,Retail,PepsiCo Foods Canada,"Alberta, British Columbia, Manitoba, Ontario, Saskatchewan, Northwest Territories",Class 3
121,1768,https://recalls-rappels.canada.ca/en/alert-recall/belvita-breakfast-brand-cranberry-orange-cereal-biscuits-recalled-due-mould,Belvita Breakfast brand Cranberry Orange Cereal Biscuits recalled due to mould,"Belvita Breakfast brand Cranberry Orange Cereal Biscuits recalled due to mould      
       
  
                        
             
Starting date:
September 16, 2016
Type of communication:
Recall
Alert sub-type:
Notification…",2016-09-16,Microbiological - Non harmful (Quality/Spoilage),Retail and Hotel/Restaurant/Institutional,Mondelez Canada Inc.,National,Class 3
122,1770,https://recalls-rappels.canada.ca/en/alert-recall/damascus-delites-brand-falafel-vegetarian-balls-recalled-due-undeclared-wheat,Damascus delites brand Falafel Vegetarian Balls recalled due to undeclared wheat,"Damascus delites brand Falafel Vegetarian Balls recalled due to undeclared wheat      
       
  
                        
             
Starting date:
September 15, 2016
Type of communication:
Recall
Alert sub-type:
Food Recall…",2016-09-15,Allergen - Wheat,Retail,Peppo Foods,Ontario,Class 2
123,1771,https://recalls-rappels.canada.ca/en/alert-recall/zoup-brand-lemon-basil-chicken-soup-recalled-due-pieces-plastic,Zoup! brand Lemon Basil Chicken Soup recalled due to pieces of plastic,"Zoup! brand Lemon Basil Chicken Soup recalled due to pieces of plastic      
       
  
                        
             
Starting date:
September 15, 2016
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory…",2016-09-15,Extraneous Material,Hotel/Restaurant/Institutional,Gordon Food Service Canada Ltd.,Ontario,Class 3
124,1772,https://recalls-rappels.canada.ca/en/alert-recall/atlantic-shellfish-products-inc-brand-oysters-and-quahogs-recalled-due-salmonella,Atlantic Shellfish Products Inc. brand oysters and quahogs recalled due to Salmonella,"Atlantic Shellfish Products Inc. brand oysters and quahogs recalled due to Salmonella      
       
  
                        
             
Starting date:
September 12, 2016
Type of communication:
Recall
Alert sub-type:
Updated…",2016-09-12,Microbiological - Salmonella,Retail,Atlantic Shellfish Products Inc.,"Prince Edward Island, New Brunswick, Possibly National, Quebec",Class 2
125,1773,https://recalls-rappels.canada.ca/en/alert-recall/fruitropic-brand-orange-flavoured-drink-pulp-recalled-due-mould,Fruitropic brand Orange Flavoured Drink with Pulp recalled due to mould,"Fruitropic brand Orange Flavoured Drink with Pulp recalled due to mould      
       
  
                        
             
Starting date:
September 12, 2016
Type of communication:
Recall
Alert sub-type:
Notification…",2016-09-12,Microbiological - Non harmful (Quality/Spoilage),Retail,Dollarama Inc.,National,Class 2
126,1774,https://recalls-rappels.canada.ca/en/alert-recall/heinz-brand-strained-prunes-may-be-unsafe-due-potential-presence-pieces-rubber,Heinz brand strained prunes may be unsafe due to the potential presence of pieces of rubber,"Heinz brand strained prunes may be unsafe due to the potential presence of pieces of rubber      
       
  
                        
             
Starting date:
September 9, 2016
Type of communication:
Recall
Alert sub-type:
Food…",2016-09-09,Extraneous Material,Retail,Kraft Heinz Canada,National,Class 2
127,1775,https://recalls-rappels.canada.ca/en/alert-recall/amsterdam-brewery-brand-sweetwater-squeeze-blood-orange-radler-recalled-due-swelling-1,Amsterdam Brewery brand Sweetwater Squeeze Blood Orange Radler recalled due to swelling and bursting cans,"Amsterdam Brewery brand Sweetwater Squeeze Blood Orange Radler recalled due to swelling and bursting cans      
       
  
                        
             
Starting date:
September 9, 2016
Type of communication:
Recall
Alert…",2016-09-09,Other,Retail,Amsterdam Brewery,"New Brunswick, Ontario",Class 3
128,1776,https://recalls-rappels.canada.ca/en/alert-recall/standard-northern-nova-oysters-brand-oysters-may-be-unsafe-raw-consumption-due-vibrio,Standard Northern Nova Oysters brand oysters may be unsafe for raw consumption due to Vibrio parahaemolyticus,"Standard Northern Nova Oysters brand oysters may be unsafe for raw consumption due to Vibrio parahaemolyticus      
       
  
                        
             
Starting date:
September 9, 2016
Type of communication:
Recall…",2016-09-09,Microbiological - Other,10870,Nova Scotia,Retail,Class 3
129,1777,https://recalls-rappels.canada.ca/en/alert-recall/jv-brand-almond-buttercrunch-and-3-ring-pretzel-recalled-due-salmonella,JV brand Almond Buttercrunch and 3 Ring Pretzel recalled due to Salmonella,"JV brand Almond Buttercrunch and 3 Ring Pretzel recalled due to Salmonella      
       
  
                        
             
Starting date:
September 8, 2016
Type of communication:
Recall
Alert sub-type:
Notification…",2016-09-08,Microbiological - Salmonella,Retail,Johnvince Foods Ltd.,"Manitoba, Ontario",Class 2
130,1778,https://recalls-rappels.canada.ca/en/alert-recall/kirschenman-farms-brand-cabbage-rolls-recalled-due-undeclared-wheat,Kirschenman Farms brand Cabbage Rolls recalled due to undeclared wheat,"Kirschenman Farms brand Cabbage Rolls recalled due to undeclared wheat      
       
  
                        
             
Starting date:
September 8, 2016
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (…",2016-09-08,"Allergen - Gluten, Allergen - Wheat",Retail,Kirschenman Farms,Alberta,Class 2
131,1779,https://recalls-rappels.canada.ca/en/alert-recall/no-sugar-added-almond-butter-crunch-recalled-due-salmonella,No Sugar Added Almond Butter Crunch recalled due to Salmonella,"No Sugar Added Almond Butter Crunch recalled due to Salmonella      
       
  
                        
             
Starting date:
September 8, 2016
Type of communication:
Recall
Alert sub-type:
Food Recall Warning
Subcategory:…",2016-09-08,Microbiological - Salmonella,Retail,Bulk Barrel (Cherryhill Village Mall location),Ontario,Class 2
132,1780,https://recalls-rappels.canada.ca/en/alert-recall/atlantic-shellfish-products-inc-brand-oysters-recalled-due-salmonella,Atlantic Shellfish Products Inc. brand oysters recalled due to Salmonella,"Atlantic Shellfish Products Inc. brand oysters recalled due to Salmonella      
       
  
                        
             
Starting date:
September 5, 2016
Type of communication:
Recall
Alert sub-type:
Food Recall Warning…",2016-09-05,Microbiological - Salmonella,Retail,Atlantic Shellfish Products Inc.,"Possibly National, Quebec",Class 2
133,1781,https://recalls-rappels.canada.ca/en/alert-recall/sardo-brand-arugula-pesto-recalled-due-undeclared-milk,Sardo brand Arugula Pesto recalled due to undeclared milk,"Sardo brand Arugula Pesto recalled due to undeclared milk      
       
  
                        
            
			
			
			
						
               	
						
	
	 
	
	Starting date:
			September 2, 2016				
		 
			Type of…",2016-09-02,Allergen - Milk,Retail,Sardo Foods,Ontario,Class 2
134,1782,https://recalls-rappels.canada.ca/en/alert-recall/cantata-brand-caramel-macchiato-recalled-due-undeclared-milk-0,Cantata brand Caramel Macchiato recalled due to undeclared milk,"Cantata brand Caramel Macchiato recalled due to undeclared milk      
       
  
                        
             
Starting date:
September 1, 2016
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (Allergen)…",2016-09-01,Allergen - Milk,Retail,Mobiltech International Inc.,British Columbia,Class 2
135,1783,https://recalls-rappels.canada.ca/en/alert-recall/pangea-shellfish-seafood-co-inc-brand-atlantic-oysters-recalled-due-vibrio,Pangea Shellfish & Seafood Co. Inc. brand Atlantic Oysters recalled due to Vibrio parahaemolyticus,"Pangea Shellfish & Seafood Co. Inc. brand Atlantic Oysters recalled due to Vibrio parahaemolyticus      
       
  
                        
             
Starting date:
August 31, 2016
Type of communication:
Recall
Alert sub-…",2016-08-31,Microbiological - Other,Hotel/Restaurant/Institutional,Macgregors Meat & Seafood Ltd.,Ontario,Class 3
136,1784,https://recalls-rappels.canada.ca/en/alert-recall/sosa-brand-colouring-powders-recalled-due-non-permitted-colours,Sosa brand colouring powders recalled due to non-permitted colours,"Sosa brand colouring powders recalled due to non-permitted colours      
       
  
                        
             
Starting date:
August 31, 2016
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:…",2016-08-31,Chemical,Hotel/Restaurant/Institutional,Les Produits Florisec Inc.,Quebec,Class 3
137,1785,https://recalls-rappels.canada.ca/en/alert-recall/amrit-brand-agra-petha-recalled-due-undeclared-sulphites,Amrit brand Agra Petha recalled due to undeclared sulphites,"Amrit brand Agra Petha recalled due to undeclared sulphites      
       
  
                        
             
Starting date:
August 26, 2016
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (Allergen)…",2016-08-26,Allergen - Sulphites,Retail,Golden Trading Ltd.,British Columbia,Class 3
138,1786,https://recalls-rappels.canada.ca/en/alert-recall/great-mountain-brand-ginseng-almonds-recalled-due-undeclared-milk,Great Mountain brand Ginseng Almonds recalled due to undeclared milk,"Great Mountain brand Ginseng Almonds recalled due to undeclared milk      
       
  
                        
             
Starting date:
August 26, 2016
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (Allergen…",2016-08-26,Allergen - Milk,Retail,Great Mountain Ginseng Co. Ltd.,"British Columbia, Manitoba, Ontario, Quebec",Class 2
139,1787,https://recalls-rappels.canada.ca/en/alert-recall/great-taste-brand-white-3-1-coffee-mix-recalled-due-undeclared-milk,Great Taste brand White 3-in-1 Coffee Mix recalled due to undeclared milk,"Great Taste brand White 3-in-1 Coffee Mix recalled due to undeclared milk      
       
  
                        
             
Starting date:
August 24, 2016
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (…",2016-08-24,Allergen - Milk,Retail,Bayan Grocers Inc.,Ontario,Class 1
140,1788,https://recalls-rappels.canada.ca/en/alert-recall/ritchie-holdings-ltd-brand-pacific-oysters-recalled-due-vibrio-parahaemolyticus,D. Ritchie Holdings Ltd. brand Pacific Oysters recalled due to Vibrio parahaemolyticus,"D. Ritchie Holdings Ltd. brand Pacific Oysters recalled due to Vibrio parahaemolyticus      
       
  
                        
             
Starting date:
August 23, 2016
Type of communication:
Recall
Alert sub-type:…",2016-08-23,Microbiological - Other,"Retail, Hotel/Restaurant/Institutional",Sawmill Bay Shellfish Company Ltd.,"Alberta, British Columbia, Ontario",Class 3
141,1789,https://recalls-rappels.canada.ca/en/alert-recall/fresh-chives-recalled-due-salmonella,Fresh Chives recalled due to Salmonella,"Fresh Chives recalled due to Salmonella      
       
  
                        
             
Starting date:
August 23, 2016
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:
Microbiological - Salmonella…",2016-08-23,Microbiological - Salmonella,Hotel/Restaurant/Institutional,Evergreen Herbs Ltd.,"Alberta, British Columbia, Manitoba, Saskatchewan",Class 2
142,1790,https://recalls-rappels.canada.ca/en/alert-recall/five-star-shellfish-inc-brand-oysters-recalled-due-salmonella,Five Star Shellfish Inc. brand oysters recalled due to Salmonella,"Five Star Shellfish Inc. brand oysters recalled due to Salmonella      
       
  
                        
             
Starting date:
August 22, 2016
Type of communication:
Recall
Alert sub-type:
Food Recall Warning
Subcategory…",2016-08-22,Microbiological - Salmonella,Retail,Five Star Shellfish Inc.,"Alberta, Manitoba, Ontario, Possibly National",Class 2
143,1791,https://recalls-rappels.canada.ca/en/alert-recall/future-seafoods-inc-brand-oysters-recalled-due-vibrio-parahaemolyticus,Future Seafoods Inc. brand oysters recalled due to Vibrio parahaemolyticus,"Future Seafoods Inc. brand oysters recalled due to Vibrio parahaemolyticus      
       
  
                        
             
Starting date:
August 19, 2016
Type of communication:
Recall
Alert sub-type:
Notification…",2016-08-19,Microbiological - Other,"Retail, Hotel/Restaurant/Institutional",Future Seafoods Inc.,Quebec,Class 3
144,1792,https://recalls-rappels.canada.ca/en/alert-recall/candra-international-brand-organic-rice-noodles-recalled-due-undeclared-wheat,Candra International brand Organic Rice Noodles recalled due to undeclared wheat,"Candra International brand Organic Rice Noodles recalled due to undeclared wheat      
       
  
                        
             
Starting date:
August 19, 2016
Type of communication:
Recall
Alert sub-type:
Updated Food…",2016-08-19,"Allergen - Gluten, Allergen - Wheat",Retail,Candra International,"Possibly National, Quebec",Class 1
145,1793,https://recalls-rappels.canada.ca/en/alert-recall/wti-inc-brand-dried-vinegar-recalled-due-pieces-wood,WTI Inc. brand Dried Vinegar recalled due to pieces of wood,"WTI Inc. brand Dried Vinegar recalled due to pieces of wood      
       
  
                        
             
Starting date:
August 17, 2016
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:
Extraneous…",2016-08-17,Extraneous Material,Warehouse,Aliments Newlyweds Foods,Quebec,Class 3
146,1794,https://recalls-rappels.canada.ca/en/alert-recall/granville-island-brewing-brand-gose-beer-nectarine-recalled-due-undeclared-milk,Granville Island Brewing brand Gose Beer - with Nectarine recalled due to undeclared milk,"Granville Island Brewing brand Gose Beer - with Nectarine recalled due to undeclared milk      
       
  
                        
             
Starting date:
August 17, 2016
Type of communication:
Recall
Alert sub-type:
Food…",2016-08-17,Allergen - Milk,Retail,Granville Island Brewing Co. Ltd.,"Alberta, British Columbia, Manitoba",Class 2
147,1795,https://recalls-rappels.canada.ca/en/alert-recall/verka-brand-dry-petha-recalled-due-undeclared-sulphites,Verka brand Dry Petha recalled due to undeclared sulphites,"Verka brand Dry Petha recalled due to undeclared sulphites      
       
  
                        
             
Starting date:
August 13, 2016
Type of communication:
Recall
Alert sub-type:
Updated Food Recall Warning (Allergen)…",2016-08-13,Allergen - Sulphites,Retail,Verka Food International Ltd.,"British Columbia, Ontario, Possibly National",Class 1
151,1796,https://recalls-rappels.canada.ca/en/alert-recall/deli-shop-brand-chopped-cooked-ham-recalled-due-undeclared-milk-soy-mustard-and-wheat,"The Deli-Shop brand Chopped Cooked Ham recalled due to undeclared milk, soy, mustard and wheat","The Deli-Shop brand Chopped Cooked Ham recalled due to undeclared milk, soy, mustard and wheat      
       
  
                        
             
Starting date:
August 12, 2016
Type of communication:
Recall
Alert sub-type:…",2016-08-12,"Allergen - Milk, Allergen - Mustard, Allergen - Soy, Allergen - Wheat",Retail,Olymel S.E.C.,Quebec,Class 1
152,1797,https://recalls-rappels.canada.ca/en/alert-recall/parker-lee-brand-teriyaki-fish-filet-rice-bowl-recalled-due-undeclared-wheat,Parker Lee brand Teriyaki Fish Filet Rice Bowl recalled due to undeclared wheat,"Parker Lee brand Teriyaki Fish Filet Rice Bowl recalled due to undeclared wheat      
       
  
                        
             
Starting date:
August 12, 2016
Type of communication:
Recall
Alert sub-type:
Food Recall…",2016-08-12,"Allergen - Gluten, Allergen - Wheat",Retail,Mannarich Food Inc.,"Nova Scotia, Ontario",Class 2
153,1798,https://recalls-rappels.canada.ca/en/alert-recall/suraj-brand-coriander-seeds-recalled-due-insect-infestation,Suraj brand Coriander Seeds recalled due to insect infestation,"Suraj brand Coriander Seeds recalled due to insect infestation      
       
  
                        
             
Starting date:
August 12, 2016
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:…",2016-08-12,Extraneous Material,Retail,Loblaws Head Office,National,Class 3
154,1800,https://recalls-rappels.canada.ca/en/alert-recall/cfia-advises-consumers-use-caution-infant-formula-products-due-potential-product-0,CFIA advises consumers to use caution with infant formula products due to potential product substitution and/or tampering,"CFIA advises consumers to use caution with infant formula products due to potential product substitution and/or tampering      
       
  
                        
             
Starting date:
August 11, 2016
Type of communication…",2016-08-11,Tampering,Retail,--,Ontario,--
155,1801,https://recalls-rappels.canada.ca/en/alert-recall/candra-international-brand-organic-shirataki-noodles-recalled-due-undeclared-wheat,Candra International brand Organic Shirataki Noodles recalled due to undeclared wheat,"Candra International brand Organic Shirataki Noodles recalled due to undeclared wheat      
       
  
                        
             
Starting date:
August 10, 2016
Type of communication:
Recall
Alert sub-type:
Updated Food…",2016-08-10,"Allergen - Gluten, Allergen - Wheat",Retail,Candra International,"Possibly National, Quebec",Class 1
156,1802,https://recalls-rappels.canada.ca/en/alert-recall/president-s-choice-brand-tellicherry-black-peppercorns-recalled-due-pieces-plastic,President's Choice brand Tellicherry Black Peppercorns recalled due to pieces of plastic,"President's Choice brand Tellicherry Black Peppercorns recalled due to pieces of plastic      
       
  
                        
             
Starting date:
August 9, 2016
Type of communication:
Recall
Alert sub-type:…",2016-08-09,Extraneous Material,Retail,Loblaw Companies Limited,National,Class 3
157,1803,https://recalls-rappels.canada.ca/en/alert-recall/pee-wee-brand-pizza-supreme-flavored-snack-and-ricoa-brand-cocoa-candies-recalled-due,Pee Wee brand Pizza Supreme Flavored Snack and Ricoa brand cocoa candies recalled due to undeclared milk,"Pee Wee brand Pizza Supreme Flavored Snack and Ricoa brand cocoa candies recalled due to undeclared milk      
       
  
                        
             
Starting date:
August 5, 2016
Type of communication:
Recall
Alert sub-…",2016-08-05,Allergen - Milk,Retail,Diwa Products Ltd.,"Alberta, Manitoba, New Brunswick, Nova Scotia, Ontario, Quebec",Class 1
158,1804,https://recalls-rappels.canada.ca/en/alert-recall/commensal-brand-dried-fruit-tagine-package-contains-creole-jambalaya-recalled-due,Commensal brand Dried Fruit Tagine (package contains Creole Jambalaya) recalled due to undeclared soy,"Commensal brand Dried Fruit Tagine (package contains Creole Jambalaya) recalled due to undeclared soy      
       
  
                        
             
Starting date:
August 5, 2016
Type of communication:
Recall
Alert sub-…",2016-08-05,Allergen - Soy,Retail,Commensal Inc. *Les Mets du,"New Brunswick, Quebec",Class 3
159,1805,https://recalls-rappels.canada.ca/en/alert-recall/rocky-mountain-pies-brand-sea-salt-caramel-apple-pie-recalled-due-undeclared-almonds,Rocky Mountain Pies brand Sea Salt Caramel Apple Pie recalled due to undeclared almonds,"Rocky Mountain Pies brand Sea Salt Caramel Apple Pie recalled due to undeclared almonds      
       
  
                        
             
Starting date:
August 5, 2016
Type of communication:
Recall
Alert sub-type:
Food Recall…",2016-08-05,Allergen - Tree Nut,10821,Sobeys Inc.,"Alberta, British Columbia, Manitoba, Northwest Territories, Ontario, Saskatchewan",Class 2
160,1806,https://recalls-rappels.canada.ca/en/alert-recall/candra-international-brand-organic-noodles-recalled-due-undeclared-wheat,Candra International brand Organic Noodles recalled due to undeclared wheat,"Candra International brand Organic Noodles recalled due to undeclared wheat      
       
  
                        
             
Starting date:
August 3, 2016
Type of communication:
Recall
Alert sub-type:
Updated Food Recall…",2016-08-03,"Allergen - Gluten, Allergen - Wheat",Retail,Candra International,"Possibly National, Quebec",Class 1
161,1807,https://recalls-rappels.canada.ca/en/alert-recall/fraternity-brand-dried-noodles-recalled-due-undeclared-egg,Fraternity brand Dried Noodles recalled due to undeclared egg,"Fraternity brand Dried Noodles recalled due to undeclared egg      
       
  
                        
             
Starting date:
August 3, 2016
Type of communication:
Recall
Alert sub-type:
Food Recall Warning (Allergen)…",2016-08-03,Allergen - Egg,Retail,Choy Foong International Trading Co. Inc.,"Ontario, Quebec",Class 1
162,1808,https://recalls-rappels.canada.ca/en/alert-recall/blue-marlin-and-vegetables-skewers-packed-poissonnerie-cowie-inc-recalled-due,Blue Marlin and Vegetables Skewers packed by La Poissonnerie Cowie Inc. recalled due to histamine,"Blue Marlin and Vegetables Skewers packed by La Poissonnerie Cowie Inc. recalled due to histamine      
       
  
                        
             
Starting date:
August 2, 2016
Type of communication:
Recall
Alert sub-type:…",2016-08-02,"Chemical, Microbiological - Other",Retail,La Poissonnerie Cowie Inc.,National,Class 2
163,1809,https://recalls-rappels.canada.ca/en/alert-recall/sea-delight-brand-blue-marlin-loins-recalled-due-histamine,Sea Delight brand Blue Marlin Loins recalled due to histamine,"Sea Delight brand Blue Marlin Loins recalled due to histamine      
       
  
                        
             
Starting date:
August 1, 2016
Type of communication:
Recall
Alert sub-type:
Food Recall Warning
Subcategory:…",2016-08-01,"Chemical, Other",Retail,Sea Delight Canada SLU,"Ontario, Possibly National, Quebec",Class 2
164,1810,https://recalls-rappels.canada.ca/en/alert-recall/daia-brand-nour-deglet-dates-recalled-due-insect-infestation-0,Daïa brand Nour Deglet Dates recalled due to insect infestation,"Daïa brand Nour Deglet Dates recalled due to insect infestation      
       
  
                        
             
Starting date:
July 28, 2016
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:
Extraneous…",2016-07-28,Extraneous Material,10814,Phoenicia Group Inc.,"Alberta, Manitoba, Nova Scotia, Ontario, Quebec",Class 3
173,1811,https://recalls-rappels.canada.ca/en/alert-recall/organic-whole-coriander-seeds-recalled-due-presence-insects,Organic Whole Coriander Seeds recalled due to presence of insects,"Organic Whole Coriander Seeds recalled due to presence of insects      
       
  
                        
             
Starting date:
July 28, 2016
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:…",2016-07-28,Extraneous Material,Retail,Westpoint Naturals,"Alberta, British Columbia, Manitoba",Class 3
174,1812,https://recalls-rappels.canada.ca/en/alert-recall/ikea-brand-chokladkrokant-bredbar-chocolate-flavour-spread-butterscotch-pieces,Ikea brand CHOKLADKROKANT BREDBAR Chocolate flavour spread with butterscotch pieces recalled due to improperly declared tree nuts,"Ikea brand CHOKLADKROKANT BREDBAR Chocolate flavour spread with butterscotch pieces recalled due to improperly declared tree nuts      
       
  
                        
             
Starting date:
July 28, 2016
Type of…",2016-07-28,Allergen - Tree Nut,Retail,Ikea Canada,National,Class 3
175,1814,https://recalls-rappels.canada.ca/en/alert-recall/candra-international-brand-organic-black-konjac-noodles-recalled-due-undeclared-wheat,Candra International brand Organic Black Konjac Noodles recalled due to undeclared wheat,"Candra International brand Organic Black Konjac Noodles recalled due to undeclared wheat      
       
  
                        
             
Starting date:
July 25, 2016
Type of communication:
Recall
Alert sub-type:
Food Recall…",2016-07-25,"Allergen - Gluten, Allergen - Wheat",Retail,Candra International,Quebec,Class 1
179,1816,https://recalls-rappels.canada.ca/en/alert-recall/woongjin-brand-rice-beverage-recalled-due-undeclared-milk-0,Woongjin brand Rice Beverage recalled due to undeclared milk,"Woongjin brand Rice Beverage recalled due to undeclared milk      
       
  
                        
             
Starting date:
July 22, 2016
Type of communication:
Recall
Alert sub-type:
Updated Food Recall Warning (Allergen)…",2016-07-22,Allergen - Milk,Retail,PK Trading,"Manitoba, New Brunswick, Nova Scotia, Ontario, Possibly National, Quebec",Class 1
180,1817,https://recalls-rappels.canada.ca/en/alert-recall/bavaria-fest-and-bick-s-brand-wine-sauerkraut-recalled-due-pieces-stem,Bavaria Fest and Bick's brand Wine Sauerkraut recalled due to pieces of stem,"Bavaria Fest and Bick's brand Wine Sauerkraut recalled due to pieces of stem      
       
  
                        
             
Starting date:
July 22, 2016
Type of communication:
Recall
Alert sub-type:
Notification…",2016-07-22,Extraneous Material,"Retail, Hotel/Restaurant/Institutional",Smucker Foods Of Canada Co.,National,Class 2
181,1818,https://recalls-rappels.canada.ca/en/alert-recall/indocafe-brand-coffeemixes-and-nutrijell-brand-pudding-mung-bean-flavour-recalled-due,Indocafe brand Coffeemixes and Nutrijell brand Pudding Mung Bean Flavour recalled due to undeclared milk,"Indocafe brand Coffeemixes and Nutrijell brand Pudding Mung Bean Flavour recalled due to undeclared milk      
       
  
                        
             
Starting date:
July 22, 2016
Type of communication:
Recall
Alert sub-…",2016-07-22,Allergen - Milk,Retail,H & G Tan Enterprises Inc.,British Columbia,Class 2
182,1819,https://recalls-rappels.canada.ca/en/alert-recall/santosh-brand-and-suraj-brand-roti-products-recalled-due-mould,Santosh brand and Suraj brand Roti products recalled due to mould,"Santosh brand and Suraj brand Roti products recalled due to mould      
       
  
                        
             
Starting date:
July 22, 2016
Type of communication:
Recall
Alert sub-type:
Notification
Subcategory:…",2016-07-22,Microbiological - Non harmful (Quality/Spoilage),Retail,FGF Brands,"Alberta, British Columbia, Ontario",Class 3
183,1820,https://recalls-rappels.canada.ca/en/alert-recall/fresh-healthy-brand-traditional-braided-mozzarella-recalled-due-generic-e-coli,Fresh & Healthy brand Traditional Braided Mozzarella recalled due to generic E. coli,"Fresh & Healthy brand Traditional Braided Mozzarella recalled due to generic E. coli      
       
  
                        
             
Starting date:
July 22, 2016
Type of communication:
Recall
Alert sub-type:…",2016-07-22,Microbiological - Other,Retail,Gevinoth Yisroel Dairy Products,"Ontario, Quebec",Class 2
184,1821,https://recalls-rappels.canada.ca/en/alert-recall/president-s-choice-brand-gluten-free-couscous-100-corn-recalled-due-mould,President's Choice brand Gluten-Free Couscous - 100% Corn recalled due to mould,"President's Choice brand Gluten-Free Couscous - 100% Corn recalled due to mould      
       
  
                        
             
Starting date:
July 21, 2016
Type of communication:
Recall
Alert sub-type:
Notification…",2016-07-21,Microbiological - Non harmful (Quality/Spoilage),Retail,Loblaw Companies Limited,National,Class 3
